name,price,happyHour,rating,numRatings,categories,lat,long,checkins,url,fs_url
The Campbell Apartment,$$,True,9.41,2369,Cocktail Bar,40.7525295695,-73.9777371959,16575,,https://foursquare.com/v/the-campbell-apartment/3fd66200f964a52071e71ee3
Grand Central Oyster Bar,$$$,False,9.39,2404,Seafood Restaurant,40.7525049868,-73.9775800376,17989,http://www.oysterbarny.com,https://foursquare.com/v/grand-central-oyster-bar/3fd66200f964a52074e71ee3
The Perfect Pint,$$,True,8.73,1057,Pub,40.7527518611,-73.9730538675,12710,,https://foursquare.com/v/the-perfect-pint/4a859ca3f964a520a5fe1fe3
Hofbräu Bierhaus NYC,$$,False,9.0,1869,German Restaurant,40.752741008,-73.9733079722,18585,http://www.bierhausnyc.com,https://foursquare.com/bierhausnyc
LAVO,$$$$,True,9.45,3991,Nightclub,40.7628166613,-73.9716936148,28010,http://www.lavony.com,https://foursquare.com/lavony
Rockaway Brewing Co.,$,False,8.07,81,Brewery,40.7472149386,-73.9550598741,575,,https://foursquare.com/v/rockaway-brewing-co/50244fd4e4b065daa53e03b3
Skinny's Cantina,$$,False,8.02,324,Mexican Restaurant,40.7455500345,-73.9570426941,3157,http://www.skinnyscantina.com,https://foursquare.com/v/skinnys-cantina/4eb9eeaaf5b9ea8ad7395868
SHI,$$$,False,9.02,552,Asian Restaurant,40.7461631407,-73.9572238338,4958,http://www.shilic.com,https://foursquare.com/v/shi/4b47eb5cf964a520f54326e3
Corner Bistro,$$,False,8.31,288,Burger Joint,40.7448419093,-73.953590434,2568,http://cornerbistrony.com,https://foursquare.com/v/corner-bistro-long-island-city-ny/4f53bec1e4b0b589397c60a5
Bliss Street Station Restaurant,$$,True,7.75,139,Karaoke Bar,40.7425269906,-73.9178554984,1473,,https://foursquare.com/v/bliss-street-station-restaurant/4b097187f964a520591723e3
Cafe Bar,$$,False,8.59,406,Breakfast Spot,40.7579737305,-73.9233783394,4090,http://facebook.com/monikascafebar,https://foursquare.com/v/cafe-bar/4ae3c32df964a520bb9821e3
Raven's Head Public House,$$,True,8.85,517,Pub,40.7591366749,-73.9198017149,4896,http://www.ravensheadpublichouse.com,https://foursquare.com/v/ravens-head-public-house/4e56c9c9483b0500f8ca6aa4
The Dugout,$$,False,7.06,46,Bar,40.7452554757,-73.9036745131,540,,https://foursquare.com/v/the-dugout-woodside-ny/4be72da7cf200f472b61153c
The Shady Lady,$$,True,8.71,277,Bar,40.7653848116,-73.9181827397,1796,,https://foursquare.com/v/the-shady-lady/51284f34e4b0ac94e6be0e9c
Mamajuana Cafe Queens,$$$,False,7.38,138,Café,40.7527381764,-73.9049376386,1525,https://www.facebook.com/MamaJuanaCafeQueens,https://foursquare.com/v/mamajuana-cafe-queens/4fed0388e4b08f8ae39994d0
108 Lounge,$$$,False,,,Lounge,40.7500016768,-73.857892187,29,,https://foursquare.com/v/108-lounge/52771c8d498ed7d6bfb98ab5
Baidu,,False,6.13,183,Hotpot Restaurant,40.7608205988,-73.8329839121,1530,,https://foursquare.com/v/baidu/4a74c4def964a52084df1fe3
Mikie Squared,$$,True,8.66,629,Sports Bar,40.7439599203,-74.0289421591,6484,http://www.mikiesquared.com,https://foursquare.com/v/mikie-squared-hoboken-nj/4a3ad481f964a52057a01fe3
Gallow Green (Rooftop Garden Bar at the McKittrick Hotel),$$,False,8.67,1122,Roof Deck,40.7507301262,-74.0041361756,6621,http://mckittrickhotel.com/gallowgreen/,https://foursquare.com/v/gallow-green-rooftop-garden-bar-at-the-mckittrick-hotel/4ff260e7e4b020c287b83193
Bagatelle New York,$$$$,False,8.76,627,French Restaurant,40.7397096881,-74.0062192447,5136,http://www.togrp.com,https://foursquare.com/v/bagatelle-new-york/4fca7a3ae4b0e1632206d570
Revel,$$$,False,8.85,638,American Restaurant,40.7396988414,-74.006913596,8971,http://www.revelnyc.com,https://foursquare.com/v/revel-new-york-ny/46dda121f964a520924a1fe3
Fig & Olive,$$$,False,9.04,915,Mediterranean Restaurant,40.740715941,-74.0069422881,10486,http://www.figandolive.com/,https://foursquare.com/v/fig--olive/45b24bbef964a520a5411fe3
CK14 - The Crooked Knife,$$,True,8.79,773,Pub,40.739002,-74.001545,7899,http://www.ck14.com,https://foursquare.com/v/ck14--the-crooked-knife/4bcff34077b29c7448088a82
Bathtub Gin,$$$,False,9.45,2194,Speakeasy,40.7435910599,-74.0033499976,11094,http://www.bathtubginnyc.com,https://foursquare.com/v/bathtub-gin/4dc34fc7ae608779d1064ae9
Elmo Restaurant & Lounge,$$$,False,9.0,1633,American Restaurant,40.741797,-73.997271,17142,http://elmorestaurant.com,https://foursquare.com/v/elmo-restaurant--lounge/3fd66200f964a520cee51ee3
Petite Abeille,$$,False,9.12,1318,Belgian Restaurant,40.7389403048,-73.9944952303,10827,http://www.petiteabeille.com,https://foursquare.com/v/petite-abeille/49dcb7e4f964a5209c5f1fe3
SLATE,,False,8.84,1676,Pool Hall,40.741437092,-73.9932441673,16080,http://www.slate-ny.com,https://foursquare.com/slateny
Barn Joo,$$,True,9.02,452,Bar,40.7385918163,-73.9898729324,3171,http://www.barnjoo.com,https://foursquare.com/barnjoo
Heartland Brewery,$$,True,8.55,1790,Brewery,40.7368846655,-73.9907312393,22302,,https://foursquare.com/v/heartland-brewery/3fd66200f964a52028e41ee3
Maysville,$$$,False,9.13,1174,New American Restaurant,40.7440535347,-73.9897377042,6104,http://www.maysvillenyc.com,https://foursquare.com/v/maysville/5096f9a5e4b0ad3a967b4237
Milk & Honey,$$$,False,9.41,1820,Speakeasy,40.7404858893,-73.9873194695,6780,http://www.mlkhny.com/newyork/,https://foursquare.com/v/milk--honey/3fd66200f964a520f2ea1ee3
Old Town Bar,$$,True,9.32,1604,Bar,40.737216,-73.989348,14642,http://www.oldtownbar.com,https://foursquare.com/v/old-town-bar/3fd66200f964a52067e91ee3
The NoMad,$$$$,False,9.62,2144,American Restaurant,40.7450865526,-73.988538261,10251,http://www.thenomadhotel.com/#/dining,https://foursquare.com/v/the-nomad/4f6e6af3e4b0463c94b07375
M Booth,,False,8.93,169,Office,40.739682284,-73.9868280372,11049,http://mbooth.com,https://foursquare.com/v/m-booth/4b4c909ef964a52040b626e3
Pranna,$$,True,8.75,1412,Cocktail Bar,40.7440100805,-73.9856515321,16220,http://www.prannarestaurant.com,https://foursquare.com/v/pranna/49d0cb5ff964a520315b1fe3
Rattle N Hum,$$,True,9.48,2299,Bar,40.7473546868,-73.9844004114,20307,http://www.rattlenhumbarnyc.com,https://foursquare.com/rattlenhumbarny
Ace Hotel Lobby Bar,$$,False,9.49,3724,Hotel Bar,40.7458101407,-73.9883065224,29759,http://www.acehotel.com,https://foursquare.com/v/ace-hotel-lobby-bar/4adfb640f964a520e57c21e3
Babylon Hookah Lounge / Nightclub,$$$,True,8.28,682,Hookah Bar,40.74552,-73.977675,6789,http://www.babylonhookahny.com,https://foursquare.com/v/babylon-hookah-lounge--nightclub/4dc725b01f6ef43b8a4056b4
PS 450,$$$,False,9.08,1613,Bar,40.744979739,-73.9828967603,16772,http://www.ps450.com,https://foursquare.com/ps450nyc
Woorijip,$,False,9.46,2932,Korean Restaurant,40.7476896614,-73.9863976093,22322,,https://foursquare.com/v/woorijip/49becfd3f964a520e0541fe3
Cask Bar & Kitchen,$$,True,9.25,1499,Pub,40.7453524514,-73.9791777556,13910,http://www.casknyc.com,https://foursquare.com/v/cask-bar--kitchen/4b19bf81f964a52050e323e3
The Plaza,,False,9.44,2064,Hotel,40.7642003139,-73.9739262609,29997,http://bit.ly/wWpDIs,https://foursquare.com/v/the-plaza-new-york-ny/49d18dfdf964a5208f5b1fe3
Banc Cafe,$$,True,9.08,1286,Bar,40.743313,-73.9799259401,13595,http://www.banccafe.com,https://foursquare.com/v/banc-cafe/42508380f964a520bb201fe3
Alobar,$$,False,9.13,543,American Restaurant,40.7457440285,-73.9532058521,3884,http://www.alobarnyc.com,https://foursquare.com/alobarnyc
Dominie's Hoek,$$,False,8.98,496,Bar,40.74354,-73.9537,6859,,https://foursquare.com/v/dominies-hoek/4a5f5afef964a52073bf1fe3
The Creek and The Cave,,False,9.16,719,Comedy Club,40.7431176694,-73.9515354951,6890,http://www.creeklic.com,https://foursquare.com/v/the-creek-and-the-cave/4a187920f964a520b7791fe3
Sweetleaf,$$,False,8.85,406,Café,40.7465232897,-73.9565981822,2823,http://www.sweetleaflic.com,https://foursquare.com/v/sweetleaf/51435bb3e4b0df06d5e4e9ef
LIC Bar,$$,True,9.16,637,Bar,40.747002,-73.952798,6056,http://www.licbar.com,https://foursquare.com/v/lic-bar/43e4e9c1f964a520ee2e1fe3
The Jeffrey Craft Beer & Bites,$$,True,9.46,705,Beer Garden,40.7609898848,-73.9629464435,3848,http://www.jeffreynyc.com,https://foursquare.com/thejeffreynyc
Sunswick 35/35,$$,True,9.36,818,Bar,40.7566138939,-73.9254794334,6881,http://www.sunswick3535bar.com,https://foursquare.com/v/sunswick-3535/4aaa9905f964a520865620e3
Claret,$$,True,7.35,261,Wine Bar,40.746523,-73.918039,1819,,https://foursquare.com/v/claret/4a5a1e8cf964a520beb91fe3
The Copper Kettle Bar & Resturant,$,False,8.26,199,American Restaurant,40.7458695854,-73.9134462986,1803,,https://foursquare.com/v/the-copper-kettle-bar--resturant/4bdcbf32afe8c9b6ddd85085
BQE Billiards Bar & Grill,,False,7.19,101,Pool Hall,40.752458,-73.89598125,1074,http://bqebilliardsandbar.com,https://foursquare.com/v/bqe-billiards-bar--grill/4a843f96f964a52005fc1fe3
Break Bar & Billiards,,False,8.69,696,Pool Hall,40.7613103133,-73.9244231835,6557,http://www.break-ny.com,https://foursquare.com/v/break-bar--billiards/4a47eee3f964a52057aa1fe3
SingleCut Beersmiths,$$,True,9.13,568,Brewery,40.7783316518,-73.9017891884,3132,http://www.singlecutbeer.com,https://foursquare.com/singlecutbeer
Hyundai Club,$,False,7.51,49,Sports Bar,40.7562317407,-73.8460213772,858,,https://foursquare.com/v/hyundai-club-flushing-ny/4c27aa39136d20a15b5ee761
Biergarten,$$,False,6.18,58,Beer Garden,40.77135549,-73.865840118,717,,https://foursquare.com/v/biergarten-queens-ny/51c351b2498e066feeb66e9c
Don Juan's Square,$$$,False,,,Speakeasy,40.7652922593,-74.0816706627,747,,https://foursquare.com/v/don-juans-square/500ad048e4b0092312497203
10th and Willow,$$,True,8.79,732,Bar,40.7491560056,-74.0310364329,7092,,https://foursquare.com/v/10th-and-willow/4b99cb94f964a520259235e3
Elysian Cafe,$$$,False,8.65,662,French Restaurant,40.74861,-74.0274882317,6640,http://elysiancafe.com,https://foursquare.com/v/elysian-cafe/49c54eddf964a520f2561fe3
Pershing Field Park,,False,6.91,141,Other Great Outdoors,40.7424025308,-74.0532802138,1771,,https://foursquare.com/v/pershing-field-park-jersey-city-nj/4bba86a898c7ef3bbe3f3302
Onieal's Restaurant & Bar,$$,True,8.62,565,Pub,40.7417605231,-74.0322011834,5772,http://www.onieals.com,https://foursquare.com/v/onieals-restaurant--bar/45e9482df964a52075431fe3
Cooper's Union,$$,True,7.97,292,Bar,40.7375006546,-74.0300667583,3093,,https://foursquare.com/v/coopers-union/4e24da821495950e5bdac4c5
"Biggie's Restaurant, Raw Bar, and Tavern",$$,False,8.49,351,Seafood Restaurant,40.7367176022,-74.0295216728,3196,http://newarkst.biggiesclambar.com/ordereze/default.aspx,https://foursquare.com/v/biggies-restaurant-raw-bar-and-tavern-hoboken-nj/4f80662fe4b085b99ae910e8
The Dubliner,$,True,8.67,502,Pub,40.737104,-74.02907,6519,http://www.dublinerhoboken.com,https://foursquare.com/v/the-dubliner/45e94789f964a52072431fe3
Barbuto,$$,False,9.54,1415,Italian Restaurant,40.7377138585,-74.0080153942,9542,http://www.barbutonyc.com,https://foursquare.com/v/barbuto/42225f00f964a520b21f1fe3
White Horse Tavern,$$,True,8.83,1301,Pub,40.7356854197,-74.0059437988,13801,http://www.whitehorsetavernnyc.com,https://foursquare.com/v/white-horse-tavern/3fd66200f964a52039eb1ee3
Corner Bistro,$,False,9.3,2793,Burger Joint,40.7380943095,-74.0038836808,19365,http://www.cornerbistrony.com,https://foursquare.com/v/corner-bistro/3fd66200f964a52096e91ee3
Galway Hooker,$$,True,8.85,1117,Sports Bar,40.7346346528,-74.0022080254,13384,,https://foursquare.com/v/galway-hooker/4acfd8bef964a52069d620e3
Cafeteria,$$,False,9.08,4393,New American Restaurant,40.7405639484,-73.9981737673,35522,http://www.cafeteriagroup.com,https://foursquare.com/v/cafeteria/3fd66200f964a5205ae91ee3
Corkbuzz,$$,True,9.55,1096,Wine Bar,40.7349850164,-73.9932441673,6495,http://www.corkbuzz.com,https://foursquare.com/v/corkbuzz/4d531ddd7e0f8eec112b8ae4
Boxers NYC Sportsbar,$,True,8.94,3098,Gay Bar,40.7407873364,-73.9933187722,30786,,https://foursquare.com/v/boxers-nyc-sportsbar/4bd8df990115c9b618ba7580
Rye House,$$,True,9.35,2609,Whisky Bar,40.73830504,-73.9930088747,20576,http://ryehousenyc.com,https://foursquare.com/v/rye-house/4ad778a8f964a520030b21e3
Bowlmor Lanes Union Square,,False,8.73,1323,Bowling Alley,40.734199705,-73.9925382887,17124,http://www.bowlmor.com/union-square/,https://foursquare.com/v/bowlmor-lanes-union-square/3fd66200f964a52032e91ee3
The Royal,$,True,8.06,472,Sports Bar,40.733192277,-73.9899730008,5461,,https://foursquare.com/v/the-royal/50e33767e4b0471662e6698d
Brother Jimmy's BBQ,$$,False,8.9,1848,BBQ Joint,40.7355920794,-73.9886927605,20103,http://www.facebook.com/brotherjimmysbbq,https://foursquare.com/v/brother-jimmys-bbq/4b8ecf45f964a520843833e3
Pete's Tavern,$$,True,9.18,1175,Pub,40.7364185111,-73.9868796885,13454,http://www.petestavern.com,https://foursquare.com/v/petes-tavern/3fd66200f964a52068e31ee3
Gramercy Tavern,$$$$,False,9.68,2591,American Restaurant,40.7385755579,-73.98832798,13557,http://www.gramercytavern.com,https://foursquare.com/v/gramercy-tavern-new-york-ny/3fd66200f964a520aee91ee3
Ainsworth Park,$$,False,8.06,695,Sports Bar,40.7369327082,-73.9881537489,8178,http://bit.ly/UClgd7,https://foursquare.com/v/ainsworth-park/5048111ee4b0e2624de35466
Almond,$$$,False,9.33,1608,French Restaurant,40.7403368922,-73.9886817354,14379,http://www.almondnyc.com,https://foursquare.com/almond_nyc
Crocodile Lounge,$,True,9.32,2070,Bar,40.7320175063,-73.9838035437,19223,http://www.crocodileloungenyc.com,https://foursquare.com/croc_lounge_nyc
SideBAR,$$,True,8.92,2357,Bar,40.7346622278,-73.9884005254,24714,http://www.sidebarny.com,https://foursquare.com/v/sidebar/49c65e83f964a5203b571fe3
Rodeo Bar,,False,8.51,1283,Rock Club,40.74132957,-73.981209443,14278,http://rodeobar.com/index.html,https://foursquare.com/v/rodeo-bar/3fd66200f964a52084ea1ee3
Whitman & Bloom Liquor Company,$$,True,8.95,323,American Restaurant,40.7417933577,-73.9810085709,1642,http://www.whitmanandbloom.com,https://foursquare.com/v/whitman--bloom-liquor-company/5244e1dc11d2bb4e57317ef8
Tonic East,$$,True,8.89,2398,Bar,40.7425238889,-73.9803485612,21356,http://www.toniceast.com,https://foursquare.com/toniceast
Gansevoort Park Rooftop,$$$,True,9.16,807,Hotel Bar,40.7440300853,-73.9840388475,9499,http://www.togrp.com,https://foursquare.com/v/gansevoort-park-rooftop-new-york-ny/4e0cfe6ae4cd27fc7d21976c
Riverpark,$$$,False,9.27,659,American Restaurant,40.7392584061,-73.9735221863,5704,,https://foursquare.com/v/riverpark/4c9a999d292a6dcb7871d076
Brother Jimmy's BBQ,$$,False,9.03,2373,BBQ Joint,40.7444889205,-73.9809339612,23865,http://www.facebook.com/brotherjimmysbbq,https://foursquare.com/v/brother-jimmys-bbq/49d7dbf5f964a5206c5d1fe3
Tavern 29,$$,False,9.28,967,Bar,40.7442657452,-73.9839935303,8581,http://www.tavern29.com,https://foursquare.com/v/tavern-29/51bbe6368bbd7fb0d925c955
Salvation Taco,$$$,False,8.79,1505,Taco Place,40.7493682701,-73.9766065499,7768,http://salvationtaco.com,https://foursquare.com/v/salvation-taco/50a38eb1e4b0446626f77c82
Hard Rock Cafe New York,$$$,False,9.2,2838,American Restaurant,40.7568840309,-73.9865630865,38241,http://www.facebook.com/hardrock,https://foursquare.com/v/hard-rock-cafe-new-york/428a8580f964a52083231fe3
The Ginger Man,$$,True,9.44,2986,Bar,40.7493903283,-73.9828623254,27116,http://www.gingerman-ny.com,https://foursquare.com/v/the-ginger-man/3fd66200f964a520a7e31ee3
Flatiron Hall,$$,True,9.32,1056,Beer Garden,40.7445311402,-73.9906387164,7956,http://flatironhall.com,https://foursquare.com/v/flatiron-hall/51d7433c498edc487dbd6801
El Rio Grande,$$,False,8.98,1265,Mexican Restaurant,40.7480846596,-73.9767500333,12900,http://www.elriograndenyc.com,https://foursquare.com/v/el-rio-grande/3fd66200f964a5204de71ee3
t.b.d.,$,True,8.81,521,Beer Garden,40.733355491,-73.9580790792,4380,http://www.tbdbrooklyn.com,https://foursquare.com/v/tbd/49c84e8bf964a52010581fe3
Mark Bar,$,True,8.86,339,Dive Bar,40.7339521167,-73.95492286,3836,http://themarkbar.com,https://foursquare.com/v/mark-bar/40b52f80f964a52068001fe3
Glasserie,$$$,False,9.12,596,Mediterranean Restaurant,40.7375951153,-73.9560815875,1433,http://www.glasserienyc.com,https://foursquare.com/v/glasserie/5196e899498eda39050c109c
Woodbines,$$,False,8.47,218,Restaurant,40.7451354881,-73.9534378052,1578,http://www.woodbineslic.com,https://foursquare.com/v/woodbines/5202c9d57dd2397fbeb4b1e4
Alewife NYC,$$,True,9.45,1120,Bar,40.7422010764,-73.9558196068,7607,http://alewifequeens.com,https://foursquare.com/alewifenyc
Sweetleaf,$,False,9.37,1114,Café,40.7430281528,-73.9513690326,11443,http://www.sweetleaflic.com,https://foursquare.com/v/sweetleaf/4a37f385f964a520989e1fe3
Gaslight Bar,$,True,,,Pub,40.743606182,-73.9207030535,2073,,https://foursquare.com/v/gaslight-bar/4ac42cc1f964a520679e20e3
The Courtyard Ale House,$$,False,8.61,251,Pub,40.7436665621,-73.9237170532,2536,http://www.courtyardalehouse.com,https://foursquare.com/v/the-courtyard-ale-house/4b64ed10f964a52031da2ae3
Molly Blooms,$,True,8.46,307,Pub,40.7436072081,-73.9208982472,2955,,https://foursquare.com/v/molly-blooms/4d7ac4b3952d8cfa00362d1d
Sidetracks,$$,True,8.18,279,Cocktail Bar,40.7429653105,-73.919256317,2937,http://sidetracksny.com,https://foursquare.com/v/sidetracks/4b5da3ecf964a520b36429e3
Sik Gaek,$$,False,8.64,213,Korean Restaurant,40.74346743,-73.915346044,1795,,https://foursquare.com/v/sik-gaek/4c0c2765a1b32d7f49279cf0
Saints and Sinners,$$,True,7.37,165,Pub,40.745504,-73.90436,1859,,https://foursquare.com/v/saints-and-sinners/4a29a7eaf964a520b9951fe3
Donovan's Pub,$$,True,8.66,295,Pub,40.7452817989,-73.9066976309,2072,http://donovansny.com,https://foursquare.com/v/donovans-pub/4532a38ef964a520843b1fe3
The Sparrow Tavern,$$,True,9.6,1062,Bar,40.772903928,-73.9165120809,10824,http://www.thesparrowtavern.com,https://foursquare.com/v/the-sparrow-tavern/428bd700f964a5209c231fe3
MP Taverna,$$$,False,8.71,396,Greek Restaurant,40.7755556241,-73.9096628041,2490,http://michaelpsilakis.com/,https://foursquare.com/v/mp-taverna/4debe9ed22713dd973ba57ad
Pata Paplean,$$$,False,6.76,26,Cocktail Bar,40.7433926793,-73.8880799801,155,,https://foursquare.com/v/pata-paplean/5164bf94e4b05a8c02a4775c
Club Evolution,$$$,True,7.25,108,Nightclub,40.7472771445,-73.8889355298,1234,http://eclubnyc.com,https://foursquare.com/v/club-evolution/4b68ba8cf964a52089892be3
AMF 34th Avenue Lanes,,False,8.44,216,Bowling Alley,40.7522939022,-73.8965319581,2881,http://amf.com/34thavenuelanes,https://foursquare.com/v/amf-34th-avenue-lanes/4a9c5d09f964a520ef3620e3
Terraza 7,$$,False,7.84,146,Bar,40.7475202143,-73.8820450902,1312,http://www.terraza7.com,https://foursquare.com/v/terraza-7/4b933ea9f964a5200c3d34e3
Hombres Lounge,$$,True,7.37,112,Gay Bar,40.7499554458,-73.8808250427,1380,http://hombreslounge.com,https://foursquare.com/v/hombres-lounge/4c368d57ae2da593df78fdc5
W Hoboken,,False,7.72,881,Hotel,40.7392043183,-74.0276741082,11065,http://www.spg.com/foursquare/,https://foursquare.com/v/w-hoboken/49eb53f5f964a520c2661fe3
Top of the Standard,$$$,False,9.46,3853,Lounge,40.7407114311,-74.0080784937,21520,http://standardhotels.com/,https://foursquare.com/v/top-of-the-standard/4ad15b84f964a5202dde20e3
Dream Downtown,,False,9.41,2253,Hotel,40.7419897287,-74.0035843849,21124,http://www.dreamdowntown.com,https://foursquare.com/dreamdowntown
Tortilla Flats,$$,False,8.92,1238,Taco Place,40.7375566976,-74.0081875232,12760,http://www.tortillaflatsnyc.com,https://foursquare.com/v/tortilla-flats/3fd66200f964a52014e71ee3
Little Branch,$$,False,9.52,3005,Speakeasy,40.7301471513,-74.0047846265,13698,,https://foursquare.com/v/little-branch-new-york-ny/43db9775f964a520922e1fe3
Windsor West Village,$$,True,8.68,956,Pub,40.734088,-74.002822,10526,http://thewindsornyc.com,https://foursquare.com/v/windsor-west-village/4cc3a87a1e596dcbe665cc67
Down the Hatch,$$,True,9.07,1603,Bar,40.7323304553,-74.001639906,17748,http://www.nycbestbar.com/downthehatch,https://foursquare.com/v/down-the-hatch/3fd66200f964a5200de71ee3
Fiddlesticks Pub & Grill,$$,True,8.81,1538,Bar,40.7358404285,-74.0007618999,18662,,https://foursquare.com/v/fiddlesticks-pub--grill/3fd66200f964a520abe51ee3
Agave,$$$,True,9.17,1193,Mexican Restaurant,40.734700965,-74.0021735939,11725,http://agaveny.com,https://foursquare.com/v/agave/41a12c00f964a5203a1e1fe3
Central Bar,$$,True,8.78,1358,Pub,40.7302606661,-73.9901853413,17359,http://www.centralbarnyc.com,https://foursquare.com/v/central-bar/4068b880f964a52047f21ee3
Vapiano,$$,False,8.92,1942,Italian Restaurant,40.7344862402,-73.9921136125,18406,http://www.vapiano.com,https://foursquare.com/v/vapiano-new-york-ny/4c3f6b713735be9a795b15a4
Lillie's Union Square,$$,False,9.44,3682,Bar,40.7374341504,-73.9912814741,32832,http://www.lilliesnyc.com,https://foursquare.com/v/lillies-union-square/4a021207f964a52029711fe3
Solas,$$,True,8.67,1224,Lounge,40.7294702456,-73.9879846573,15118,,https://foursquare.com/v/solas-new-york-ny/3fd66200f964a52057e91ee3
Kingston Hall,$$,False,9.09,824,Bar,40.7293610511,-73.9872068129,6836,,https://foursquare.com/v/kingston-hall/4fe50b08e4b08674c9dd2bd4
5 Napkin Burger,$$,False,8.56,1020,Burger Joint,40.7332304028,-73.9875930548,11816,http://www.5napkinburger.com,https://foursquare.com/v/5-napkin-burger/4f3f1c677beb0c912e6018ae
Booker and Dax at Ssäm,$$,False,9.41,1433,Cocktail Bar,40.7318222394,-73.9858638774,7108,,https://foursquare.com/v/booker-and-dax-at-ss%C3%A4m/4dc8601b315101f2629439c4
Beauty Bar,$$,True,9.08,2052,Bar,40.7328407096,-73.9858630255,18687,http://www.thebeautybar.com,https://foursquare.com/beautybarnyc
The Brazen Fox,$$,False,9.04,223,American Restaurant,40.7327507307,-73.9877979311,2154,http://brazenfoxnyc.com,https://foursquare.com/brazenfoxnyc
Blind Pig,$$,True,8.83,1299,Sports Bar,40.7327583239,-73.9857663134,15380,,https://foursquare.com/v/blind-pig/49a0a00ff964a52091521fe3
OST Cafe,$,False,9.36,1732,Coffee Shop,40.7291468605,-73.9812725742,12529,http://www.ostcafenyc.com/,https://foursquare.com/v/ost-cafe/4989af90f964a5207f521fe3
Winslow Public House,$$,True,9.13,366,Pub,40.73253095,-73.9853071878,2831,,https://foursquare.com/v/winslow-public-house/51d75f25498e1aa1c00ef944
Keybar,$$,True,9.23,950,Bar,40.730195401,-73.9817948405,10508,,https://foursquare.com/v/keybar/40fb0f00f964a520e10a1fe3
Otto's Shrunken Head,$,True,9.28,964,Bar,40.7297332291,-73.9785005217,10091,http://www.ottosshrunkenhead.com,https://foursquare.com/v/ottos-shrunken-head/3fd66200f964a52047e51ee3
Taproom No. 307,$$,True,9.26,1968,Bar,40.7390976754,-73.9830000649,17759,http://taproom307.com,https://foursquare.com/v/taproom-no-307/4d5b409222ad2d43527ce695
Birreria at Eataly,$$,True,9.41,3297,Beer Garden,40.7420339289,-73.9899366349,27680,,https://foursquare.com/v/birreria-at-eataly/4da9e6adfc607fc998b7d3d6
Anella,$$,False,9.39,756,American Restaurant,40.7332508889,-73.9578667032,4526,http://anellabrooklyn.com,https://foursquare.com/v/anella/4a5a78f1f964a52064ba1fe3
Coco 66,$,True,8.76,253,Bar,40.7296328514,-73.9582979679,2938,http://coco66.com,https://foursquare.com/v/coco-66/43713c00f964a520fd291fe3
Lulu's,$$,True,9.21,962,Bar,40.729985,-73.957734,8748,http://www.lulusbargreenpoint.com,https://foursquare.com/lulusgreenpoint
The Habitat,$$,True,9.47,1189,Bar,40.7328,-73.954692,10910,http://thehabitatbrooklyn.com,https://foursquare.com/v/the-habitat/49f70919f964a520646c1fe3
Saint Vitus Bar,$,False,9.42,721,Bar,40.7367040482,-73.9552205934,6103,http://www.saintvitusbar.com,https://foursquare.com/v/saint-vitus-bar/4d90ef861716a1430e6d6df7
Ramona,$$,False,9.04,271,Cocktail Bar,40.7303157914,-73.9577722549,843,http://www.ramonabarnyc.com,https://foursquare.com/v/ramona/52c4d86911d22261f6be51d8
Dutch Kills,$$,True,9.55,1476,Cocktail Bar,40.7478115621,-73.9402386814,9207,http://dutchkillsbar.com,https://foursquare.com/v/dutch-kills-long-island-city-ny/49ff6b95f964a5201f701fe3
The Dog And Duck,$$,False,8.3,307,Gastropub,40.746473,-73.91794,2701,,https://foursquare.com/v/the-dog-and-duck/4e9f46ecb8f7cf6041daef55
Bar 43,$$,True,8.14,307,Sports Bar,40.7449219481,-73.9212771522,2905,http://www.bar43.com,https://foursquare.com/v/bar-43/4a0c61d0f964a52027751fe3
Bohemian Hall & Beer Garden,$$,True,9.55,3275,Beer Garden,40.7728019557,-73.9158920389,28337,http://www.bohemianhall.com,https://foursquare.com/bohemianhall
Katch Brewery & Grill,$$,True,8.91,302,Sports Bar,40.7672840576,-73.9202839603,2165,,https://foursquare.com/v/katch-brewery--grill/51782e64e4b07f1155daf64a
The Cuckoo's Nest,$$,True,7.97,235,Bar,40.7446736037,-73.9034735605,2634,http://www.cuckoosnestnyc.com,https://foursquare.com/v/the-cuckoos-nest/46c4e78af964a520004a1fe3
Glazz,$$$,False,6.72,98,Nightclub,40.7392878938,-73.8845199344,864,http://www.glazzny.com,https://foursquare.com/clubglazz
Miuccia's Lullaby ~Whitney ~,$$,False,,,Wine Bar,40.7419380125,-73.8792543932,51,,https://foursquare.com/v/miuccias-lullaby-whitney-/5312735b498e66f705f55298
Delta Sky Club,,False,7.38,404,Airport Lounge,40.7717083684,-73.8653864514,4547,http://www.delta.com,https://foursquare.com/v/delta-sky-club/4f645472e4b09fcf6232e97f
Promenade Club,$,False,6.93,61,Sports Bar,40.7565405988,-73.8460558363,1299,,https://foursquare.com/v/promenade-club/4bbfc33674a9a593d613cff6
Zebra Lounge 2,$$$,True,7.67,127,Karaoke Bar,40.7609777613,-73.830226981,1179,,https://foursquare.com/v/zebra-lounge-2/50f23422e4b076543a002c0c
Coach House Restaurant,$$,False,8.48,1030,Restaurant,40.7602360498,-74.044268746,8698,http://coachhousenorthbergen.com,https://foursquare.com/v/coach-house-restaurant/4b021b27f964a520bf4722e3
